YEAR, MONTH, DAY, SLAT, SLON, MAG, MAGTYPE
1993, 11, 13, +51.908, +158.661, 7.0, mw
2010, 03, 11, 34.294, 71.802, 7.0, MW
2010, 02, 26, +25.984, +128.508, 7.0, MW
2003, 06, 20, 7.625, 71.713, 7.0, MW
1998, 07, 16, 11.089, +166.173, 7.0, mw
1998, 07, 17, 3.200, +141.669, 7.0, mw
2003, 05, 26, +38.869, +141.525, 7.0, MW
2006, 02, 22, 21.311, +33.549, 7.0, MW
1995, 12, 25, 6.921, +129.203, 7.0, mw
2005, 11, 14, +38.047, +144.879, 7.0, MW
2016, 04, 28, 16.043, +167.379, 7.0, Mww
2015, 02, 27, 7.358, +122.491, 7.0, MW
2015, 09, 16, 31.562, 71.426, 7.0, mww
2018, 10, 10, 5.708, +151.220, 7.0, mww
2010, 06, 16, 2.203, +136.587, 7.0, MW
1985, 07, 22, 6.239, +148.741, 6.9, mw
2011, 09, 18, +27.804, +88.154, 6.9, MW
1997, 07, 19, +16.339, 98.190, 6.9, mw
2018, 05, 04, +19.313, 154.998, 6.9, Mw
1993, 05, 13, +55.001, 160.391, 6.9, mw
1985, 11, 28, 14.029, +166.224, 6.9, mw
1985, 12, 23, +62.189, 124.274, 6.9, mw
2007, 07, 26, +2.886, +127.568, 6.9, Mw
1997, 05, 03, 31.640, 179.337, 6.9, mw
2015, 07, 18, 10.457, +165.101, 6.9, MW
1987, 04, 25, +16.010, +120.243, 6.9, mw
2018, 03, 29, 5.495, +151.507, 6.9, mww
1999, 03, 08, +52.069, +159.435, 6.9, Mw
2018, 09, 10, 31.745, 179.373, 6.9, mww
1999, 12, 29, 10.951, +165.391, 6.9, Mw
1996, 11, 19, +35.306, +78.195, 6.9, mw
1989, 04, 06, 19.252, +168.970, 6.9, mw
1989, 03, 11, 17.818, 174.783, 6.9, mw
2016, 12, 09, 10.748, +161.123, 6.9, Mww
2003, 06, 23, +51.446, +176.708, 6.9, MW
2019, 07, 07, +0.513, +126.189, 6.9, Mww
2004, 10, 09, +11.415, 86.708, 6.9, MW
1997, 03, 11, +7.759, +127.674, 6.9, mw
1989, 10, 18, +37.061, 121.790, 6.9, mw
1988, 05, 30, 7.489, +128.377, 6.9, mw
1997, 05, 01, +18.995, 107.267, 6.9, mw
2015, 12, 09, 4.106, +129.508, 6.9, mww
1990, 02, 19, 15.473, +166.397, 6.9, mw
2016, 11, 21, +37.392, +141.403, 6.9, Mwb
2014, 02, 12, +35.877, +82.581, 6.9, MW
2013, 11, 25, 53.972, 54.965, 6.9, MW
1990, 06, 23, 21.552, 176.494, 6.9, mw
1994, 01, 10, 13.335, 69.410, 6.9, mw
1997, 07, 09, +10.505, 63.545, 6.9, mw
2013, 02, 02, +42.785, +143.147, 6.9, MW
1987, 02, 23, 15.831, +167.891, 6.9, mw
2015, 05, 22, 11.165, +163.212, 6.9, MW
1991, 07, 04, 8.092, +124.680, 6.9, mw
1991, 09, 30, 20.905, 178.574, 6.9, mw
1998, 04, 01, 0.502, +99.322, 6.9, mw
1996, 07, 06, +22.560, +122.050, 6.9, mL
2008, 03, 03, +13.424, +125.716, 6.9, MW
2015, 11, 11, 29.507, 72.007, 6.9, mww
2014, 05, 24, +40.276, +25.370, 6.9, MW
2015, 11, 11, 29.510, 72.058, 6.9, mww
1992, 08, 07, +57.594, 142.936, 6.9, mw
1989, 10, 29, +39.605, +143.334, 6.9, mw
1985, 09, 26, 34.611, 178.571, 6.9, mw
1985, 01, 21, 0.949, +128.473, 6.9, mw
1993, 04, 16, 17.765, 178.850, 6.9, mw
2018, 08, 05, 8.260, +116.436, 6.9, Mww
2007, 04, 01, 7.322, +155.783, 6.9, MW
2014, 03, 10, +40.724, 125.087, 6.9, MW
2008, 02, 08, +10.725, 41.902, 6.9, MW
2004, 11, 09, 11.186, +163.664, 6.9, MW
1997, 09, 20, 28.738, 177.575, 6.9, mw
2009, 10, 24, 6.117, +130.429, 6.9, MW
1994, 02, 11, 18.810, +169.162, 6.9, mw
1994, 05, 10, 28.506, 63.020, 6.9, mw
1998, 07, 09, 30.478, 178.970, 6.9, mw
1999, 03, 20, +51.563, 177.716, 6.9, Mw
2011, 01, 13, 20.604, +168.585, 6.9, MW
2010, 04, 11, 10.928, +161.166, 6.9, MW
1994, 04, 29, 28.247, 63.221, 6.9, mw
2009, 08, 28, 7.202, +123.461, 6.9, MW
2017, 01, 03, 19.354, +176.058, 6.9, Mww
2016, 04, 03, 14.323, +166.855, 6.9, mww
2007, 03, 25, 20.748, +169.357, 6.9, MW
1995, 01, 06, +40.230, +142.230, 6.9, mw
2009, 08, 03, +29.070, 112.914, 6.9, MW
1981, 07, 15, 17.293, +167.588, 6.9, mw
2016, 09, 24, 19.782, 178.244, 6.9, Mww
2009, 04, 07, +46.056, +151.637, 6.9, MW
1995, 04, 28, +43.919, +148.007, 6.9, mw
2010, 03, 11, 34.352, 71.956, 6.9, MW
2008, 05, 07, +36.238, +141.508, 6.9, MW
2003, 05, 26, +2.357, +128.916, 6.9, MW
2005, 05, 19, +2.019, +97.058, 6.9, MW
2010, 04, 13, +33.193, +96.747, 6.9, MW
2011, 11, 08, +27.250, +125.723, 6.9, MW
2020, 08, 21, 6.687, +123.483, 6.9, mww
2017, 04, 24, 33.029, 72.045, 6.9, Mww
2008, 09, 08, 13.519, +166.985, 6.9, MW
2008, 06, 13, +39.151, +140.737, 6.9, MW
2016, 05, 28, 21.972, 178.204, 6.9, Mww
1999, 11, 17, 6.034, +148.736, 6.9, Mw
2015, 07, 27, +52.276, 169.535, 6.9, MW
2010, 07, 18, 5.981, +150.517, 6.9, MW
2020, 09, 18, +0.917, 26.841, 6.9, Mww
1992, 08, 28, 0.988, 13.601, 6.9, mw
2008, 02, 14, +36.517, +21.670, 6.9, MW
1996, 10, 19, 20.407, 178.441, 6.9, mw
2017, 02, 24, 23.260, 178.803, 6.9, mww
2003, 06, 16, +55.479, +159.941, 6.9, MW
2016, 05, 18, +0.495, 79.616, 6.9, mww
2010, 08, 04, 5.825, +150.775, 6.9, MW
2010, 08, 13, +12.475, +141.562, 6.9, MW
2010, 02, 18, +42.603, +130.699, 6.9, MW
2008, 07, 19, +37.543, +142.256, 6.9, MW
2012, 04, 17, 5.534, +147.125, 6.9, MW
1995, 10, 18, +28.103, +130.434, 6.9, mw
2008, 10, 19, 21.882, 173.799, 6.9, MW
2002, 01, 21, +20.200, +169.400, 6.9, mb
1998, 05, 28, 8.020, +114.642, 6.9, md
1999, 08, 20, +9.258, 84.056, 6.9, Mw
2014, 07, 21, 19.802, 178.400, 6.9, MW
2014, 07, 07, +14.724, 92.461, 6.9, MW
2009, 02, 18, 27.391, 176.236, 6.9, MW
1994, 03, 14, +15.902, 92.444, 6.9, mw
2018, 08, 19, 8.330, +116.631, 6.9, Mww
2011, 08, 30, 6.359, +126.750, 6.9, MW
2011, 09, 02, +52.102, 171.718, 6.9, MW
1982, 01, 24, +14.071, +124.298, 6.9, mw
2020, 08, 18, 4.207, +101.241, 6.9, mww
2017, 06, 14, +14.982, 91.988, 6.9, mww
2002, 10, 12, 8.316, 71.670, 6.9, MW
2014, 06, 23, 30.004, 177.531, 6.9, MW
2016, 04, 13, +23.094, +94.865, 6.9, Mww
1991, 06, 07, 7.110, +122.758, 6.9, mw
1991, 05, 24, 16.543, 70.702, 6.9, mw
1991, 04, 05, 5.970, 77.100, 6.9, mw
2015, 06, 17, 35.371, 17.809, 6.9, MW
2007, 01, 30, 54.917, +146.290, 6.9, MW
2016, 10, 17, 6.053, +148.862, 6.9, mwp
1981, 04, 24, 13.396, +166.440, 6.9, mw
1991, 01, 05, +23.546, +95.963, 6.9, mw
2006, 12, 26, +22.030, +120.498, 6.9, Mw
2006, 09, 28, 16.616, 172.020, 6.9, MW
1992, 07, 18, +39.371, +143.346, 6.9, mw
2019, 08, 02, 7.267, +104.825, 6.9, Mww
1992, 03, 02, +52.883, +159.881, 6.9, mw
1991, 08, 17, +41.848, 125.413, 6.9, mw
2013, 11, 16, 60.308, 47.199, 6.9, MW
2017, 04, 28, +5.505, +125.072, 6.9, mww
1988, 04, 12, 17.209, 72.251, 6.9, mw
1996, 10, 09, +34.528, +32.096, 6.8, mw
2005, 01, 12, 0.883, 21.119, 6.8, MW
1996, 06, 02, +10.794, 42.273, 6.8, mw
2012, 01, 01, +31.468, +138.183, 6.8, MW
2004, 06, 10, +55.698, +159.993, 6.8, MW
2003, 12, 26, 22.275, +169.348, 6.8, MW
2003, 05, 21, +36.985, +3.660, 6.8, MW
1998, 09, 02, +5.404, +126.719, 6.8, mw
2007, 07, 16, +36.865, +134.824, 6.8, MW
2001, 12, 23, 9.635, +159.566, 6.8, MW
2001, 12, 18, +23.924, +122.813, 6.8, MW
2000, 08, 04, +48.750, +142.244, 6.8, Mw
2000, 08, 28, 4.048, +127.458, 6.8, Mw
1996, 08, 02, 10.805, +161.402, 6.8, mw
1995, 07, 11, +21.976, +99.199, 6.8, mw
1995, 06, 24, 3.957, +153.913, 6.8, mw
1995, 01, 16, +34.554, +135.041, 6.8, mw
2009, 10, 07, +4.087, +122.538, 6.8, MW
2003, 03, 11, 4.702, +153.220, 6.8, MW
2011, 05, 10, 20.335, +168.275, 6.8, MW
1993, 05, 18, +19.920, +122.472, 6.8, mw
2007, 10, 15, 44.740, +167.515, 6.8, MW
2004, 12, 14, +18.980, 81.399, 6.8, MW
1991, 10, 19, +30.770, +78.791, 6.8, mw
1981, 07, 07, 0.036, 18.733, 6.8, mw
1990, 12, 21, 20.509, 174.071, 6.8, mw
2017, 05, 09, 14.588, +167.377, 6.8, mww
1997, 09, 04, 26.500, +178.319, 6.8, mw
1997, 09, 02, +3.879, 75.698, 6.8, mw
1983, 05, 26, +40.479, +139.088, 6.8, mb
2007, 09, 26, 5.038, +153.445, 6.8, MW
1989, 05, 14, 30.616, 178.387, 6.8, mw
1996, 11, 05, 31.222, 179.955, 6.8, mw
2005, 03, 21, 24.941, 63.457, 6.8, MW
1988, 07, 05, 5.911, +148.775, 6.8, mw
2001, 02, 28, +47.150, 122.628, 6.8, MW
1996, 07, 15, +17.571, 101.049, 6.8, mw
2001, 04, 28, 18.059, 176.937, 6.8, MW
1987, 05, 18, +49.242, +147.692, 6.8, mw
2017, 06, 02, +54.029, +170.910, 6.8, Mww
1987, 02, 17, 32.760, 179.322, 6.8, mw
1987, 02, 13, +0.696, +126.165, 6.8, mw
1987, 01, 14, +42.520, +142.833, 6.8, mw
2014, 04, 15, 53.609, +8.710, 6.8, MW
1986, 11, 23, 3.370, 77.410, 6.8, mw
2001, 01, 16, 4.071, +101.744, 6.8, MW
1986, 10, 14, 5.060, +153.608, 6.8, mw
1987, 05, 06, +51.260, 179.883, 6.8, mw
1987, 05, 07, +46.754, +139.223, 6.8, mw
2000, 11, 25, +40.222, +49.935, 6.8, Mw
1996, 03, 22, +51.280, +178.682, 6.8, mw
1987, 09, 28, 18.463, +168.086, 6.8, mw
1988, 02, 26, 37.279, +48.016, 6.8, mw
2015, 01, 23, 17.064, +168.554, 6.8, MW
1988, 08, 10, 14.946, +167.282, 6.8, mw
1988, 08, 20, +26.720, +86.626, 6.8, mw
1989, 02, 25, 30.017, 177.910, 6.8, mw
2004, 06, 28, +54.824, 134.488, 6.8, MW
1989, 07, 31, 7.976, +121.238, 6.8, mw
2006, 11, 13, 26.161, 63.292, 6.8, MW
1991, 11, 13, +8.378, +126.409, 6.8, mw
2000, 10, 25, 6.655, +105.619, 6.8, Mw
2007, 10, 24, 3.951, +100.987, 6.8, MW
1992, 10, 15, 14.539, +166.677, 6.8, mw
2009, 10, 07, 12.576, +166.009, 6.8, MW
1993, 05, 15, +51.336, 178.690, 6.8, mw
1993, 10, 11, +32.049, +137.966, 6.8, mw
2008, 02, 23, 57.223, 23.502, 6.8, MW
1994, 07, 16, +24.480, +121.780, 6.8, mL
2007, 11, 22, 5.811, +147.098, 6.8, MW
1994, 09, 16, +22.516, +118.750, 6.8, mw
2007, 11, 16, 2.339, 77.794, 6.8, MW
2007, 11, 15, 22.739, 70.077, 6.8, MW
1995, 03, 19, 4.161, +135.095, 6.8, mw
2008, 05, 09, +12.531, +143.265, 6.8, MW
2006, 09, 01, 6.775, +155.536, 6.8, MW
2006, 06, 18, +7.350, +127.248, 6.8, MS
2008, 07, 23, +39.796, +141.500, 6.8, MW
2020, 09, 01, 27.973, 71.303, 6.8, mww
2005, 12, 05, 6.242, +29.681, 6.8, MW
2011, 03, 11, +37.310, +142.240, 6.8, None
2014, 06, 29, 55.476, 28.396, 6.8, MW
2005, 06, 14, +51.164, +179.481, 6.8, MW
2004, 09, 06, 55.397, 29.162, 6.8, MW
2003, 12, 10, +23.099, +121.384, 6.8, MW
2018, 08, 19, 16.978, 178.033, 6.8, mww
2020, 06, 03, 23.296, 68.422, 6.8, mww
2003, 05, 26, +6.771, +123.807, 6.8, MW
2015, 05, 20, 10.925, +164.174, 6.8, MW
2015, 05, 29, +56.708, 156.676, 6.8, MW
2018, 03, 08, 4.385, +153.187, 6.8, mww
2014, 08, 03, +0.832, +146.111, 6.8, MW
2001, 01, 01, +6.611, +127.078, 6.8, MW
1998, 05, 16, 22.207, 179.505, 6.8, mw
2001, 03, 24, +34.095, +132.552, 6.8, MW
2015, 05, 12, +38.901, +142.022, 6.8, MW
2017, 11, 04, 15.320, 173.168, 6.8, Mww
2013, 10, 16, 6.479, +154.965, 6.8, MW
2018, 04, 02, 20.659, 63.006, 6.8, Mww
2001, 01, 15, 8.841, +114.854, 6.8, MD
2013, 10, 12, +35.528, +23.372, 6.8, MW
2011, 03, 24, +20.630, +99.918, 6.8, MW
2000, 11, 18, 5.265, +151.706, 6.8, Mw
2000, 11, 07, 55.610, 29.812, 6.8, Mw
2014, 11, 26, +1.965, +126.465, 6.8, MW
2014, 08, 24, 14.520, 73.535, 6.8, MW
2014, 08, 24, 14.589, 73.450, 6.8, MW
2013, 09, 28, +27.162, +65.619, 6.8, MW
2003, 06, 20, 30.621, 71.538, 6.8, MW
2000, 01, 28, +43.050, +146.835, 6.8, Mw
2014, 09, 17, +13.819, +144.472, 6.8, MW
2017, 10, 31, 21.665, +169.209, 6.8, Mww
1998, 12, 27, 21.808, 176.334, 6.8, mw
2018, 10, 22, +49.347, 129.214, 6.8, mww
1997, 07, 06, 30.047, 71.810, 6.8, mw
2007, 09, 10, +3.001, 77.900, 6.8, MW
2015, 09, 17, 31.520, 71.810, 6.8, mwc
1995, 11, 08, +1.822, +95.059, 6.8, mw
1995, 10, 03, 2.733, 77.897, 6.8, mw
2015, 11, 07, 30.880, 71.452, 6.8, mww
2015, 11, 18, 8.899, +158.422, 6.8, mww
2016, 08, 24, +20.922, +94.569, 6.8, mww
2018, 10, 25, +37.515, +20.564, 6.8, Mww
2011, 02, 11, 36.460, 73.155, 6.8, MW
2013, 05, 14, +18.767, +145.290, 6.8, MW
1993, 12, 09, +0.486, +126.027, 6.8, mw
2019, 08, 01, 34.237, 72.308, 6.8, mww
2017, 06, 22, +13.753, 90.949, 6.8, mww
1999, 04, 13, 21.435, 176.426, 6.8, Mw
2010, 01, 05, 58.464, 14.860, 6.8, MW
2013, 02, 28, +50.787, +157.485, 6.8, MW
1991, 07, 13, +42.190, 125.645, 6.8, mw
2019, 04, 12, 1.852, +122.553, 6.8, Mww
1991, 05, 30, +54.585, 161.590, 6.8, mw
1990, 10, 15, 2.221, +92.232, 6.8, mw
1999, 04, 03, 16.584, 72.533, 6.8, Mw
1986, 04, 20, 2.383, +139.347, 6.8, mw
1986, 06, 19, +56.386, 152.859, 6.8, mw
2013, 02, 08, 10.870, +166.009, 6.8, MW
1987, 02, 06, +36.998, +141.705, 6.8, mw
1988, 12, 07, +40.962, +44.164, 6.8, mw
1988, 08, 06, +25.130, +95.149, 6.8, mb
1987, 10, 29, +4.829, +127.738, 6.8, mw
2010, 01, 05, 8.993, +157.613, 6.8, MW
1986, 07, 09, +1.936, +126.554, 6.8, mw
1986, 05, 26, 21.777, 179.104, 6.8, mw
1986, 05, 02, +55.146, +163.770, 6.8, mw
2013, 01, 30, 28.110, 70.888, 6.8, MW
1982, 01, 01, +26.845, +142.736, 6.8, mw
2018, 11, 18, 17.873, 178.927, 6.8, Mww
2011, 04, 23, 10.358, +161.247, 6.8, MW
2009, 11, 24, 20.741, 174.040, 6.8, MW
2009, 10, 30, +29.168, +129.985, 6.8, MW
1993, 04, 19, +4.022, +128.268, 6.8, mw
2008, 09, 11, +41.942, +143.826, 6.8, MW
2012, 11, 11, +22.891, +95.848, 6.8, MW
2006, 08, 07, 15.841, +167.817, 6.8, MW
2020, 05, 06, 6.795, +129.861, 6.8, Mww
1993, 09, 03, +14.575, 92.808, 6.8, mw
2019, 12, 15, +6.697, +125.174, 6.8, mww
1994, 10, 08, 1.212, +127.989, 6.8, mw
2019, 01, 05, 8.149, 71.583, 6.8, Mww
2010, 11, 30, +28.394, +139.239, 6.8, MW
2006, 05, 16, +0.117, +97.106, 6.8, MW
2020, 08, 18, 4.326, +101.134, 6.8, mww
2005, 11, 17, 22.368, 67.942, 6.8, MW
2020, 03, 31, +44.460, 115.136, 6.78, Ml
1998, 01, 12, 15.884, 179.320, 6.7, mw
2015, 07, 10, 9.354, +158.342, 6.7, MW
2004, 12, 06, +42.773, +145.247, 6.7, MW
2005, 04, 11, 21.934, +170.552, 6.7, MW
2015, 02, 16, +39.947, +143.177, 6.7, MW
2016, 08, 31, 3.691, +152.788, 6.7, mwp
1996, 12, 02, +31.778, +131.466, 6.7, mw
2015, 09, 13, +24.913, 109.623, 6.7, mww
2005, 02, 26, +2.902, +95.600, 6.7, MW
2015, 09, 17, 31.517, 71.804, 6.7, mww
2011, 04, 03, 9.734, +107.769, 6.7, MW
2017, 10, 24, 7.236, +123.040, 6.7, Mww
1998, 05, 21, +0.181, +119.566, 6.7, mw
1996, 06, 10, 13.534, +167.137, 6.7, mw
2008, 10, 16, +14.541, 92.335, 6.7, MW
1996, 03, 03, +11.958, 86.808, 6.7, mw
2016, 01, 14, +41.972, +142.781, 6.7, mww
2016, 05, 18, +0.426, 79.790, 6.7, mww
2006, 02, 02, 17.831, 178.284, 6.7, MW
2015, 05, 01, 5.198, +151.751, 6.7, MW
1995, 10, 06, 2.010, +101.502, 6.7, mw
2011, 03, 11, +38.985, +143.463, 6.7, mb
1994, 10, 16, +45.743, +149.213, 6.7, mw
2016, 04, 06, 14.068, +166.625, 6.7, mww
2015, 11, 13, +31.001, +128.873, 6.7, mww
2008, 02, 25, 2.244, +99.806, 6.7, MW
1995, 05, 02, 3.783, 76.926, 6.7, mw
2007, 06, 28, 7.965, +154.617, 6.7, MW
2007, 12, 16, 22.888, 70.129, 6.7, MW
2000, 10, 06, +35.380, +133.157, 6.7, Mw
2015, 11, 26, 9.182, 71.257, 6.7, mww
1995, 07, 30, 23.226, 70.481, 6.7, mb
2016, 04, 07, 13.980, +166.594, 6.7, mww
1995, 06, 21, 61.749, +154.554, 6.7, mw
2008, 10, 05, +39.558, +73.791, 6.7, MW
2016, 01, 03, +24.830, +93.660, 6.7, mwc
1995, 04, 21, +12.008, +125.668, 6.7, mw
2008, 12, 09, 31.266, 176.853, 6.7, MW
2009, 05, 28, +20.280, 86.600, 6.7, mb
1993, 08, 07, 23.934, +179.851, 6.7, mw
2009, 06, 23, 5.134, +153.819, 6.7, MW
1995, 02, 13, 1.315, +127.523, 6.7, mw
1995, 01, 27, 4.442, +134.476, 6.7, mw
1993, 06, 30, 20.896, +172.864, 6.7, mw
1980, 04, 13, 23.534, 177.266, 6.7, mb
2013, 05, 24, +52.136, +151.569, 6.7, MW
2007, 03, 25, +37.333, +136.569, 6.7, MW
1993, 01, 10, 59.315, 26.352, 6.7, mw
1992, 12, 26, 0.266, 19.312, 6.7, mw
2019, 09, 29, 35.476, 73.163, 6.7, mww
2003, 05, 04, 30.880, 178.267, 6.7, MW
2009, 10, 08, 13.324, +166.029, 6.7, MW
1992, 09, 02, 6.024, +112.181, 6.7, mw
2012, 05, 28, 28.021, 63.113, 6.7, MW
2019, 01, 22, 43.122, +42.357, 6.7, Mww
2020, 07, 06, 5.596, +110.695, 6.7, Mww
2006, 10, 15, +19.880, 156.119, 6.7, MW
1994, 01, 17, +34.136, 118.583, 6.7, mw
1981, 11, 06, 3.521, +143.864, 6.7, mw
2011, 04, 11, +36.953, +140.584, 6.7, MW
2006, 11, 15, +46.523, +154.629, 6.7, MW
2014, 06, 23, 29.986, 177.401, 6.7, MW
2010, 03, 16, 36.260, 73.390, 6.7, MW
2011, 12, 27, +51.835, +95.964, 6.7, MW
1993, 06, 18, 28.680, 176.853, 6.7, mw
1991, 04, 06, 15.004, 175.520, 6.7, mw
1995, 10, 19, +28.109, +130.227, 6.7, mw
1983, 02, 25, 18.646, 69.381, 6.7, mw
1981, 04, 27, 57.684, +148.357, 6.7, mw
1983, 03, 21, 21.588, 175.325, 6.7, mw
1990, 12, 13, +23.908, +121.645, 6.7, mw
2006, 01, 08, +36.275, +23.269, 6.7, MW
2015, 04, 26, +27.736, +85.979, 6.7, MW
1992, 09, 02, +11.293, 93.080, 6.7, md
2007, 09, 20, 2.021, +100.059, 6.7, MW
1989, 12, 09, +0.190, +123.441, 6.7, mw
1983, 03, 12, 4.072, +127.899, 6.7, mw
2010, 10, 21, +24.788, 109.174, 6.7, MW
1992, 04, 26, +40.472, 124.356, 6.7, mw
2015, 04, 25, +28.160, +84.843, 6.7, MW
1992, 04, 06, +50.645, 130.059, 6.7, mw
1992, 03, 13, +39.716, +39.629, 6.7, mw
1983, 11, 16, +19.495, 155.441, 6.7, mw
2003, 07, 27, +47.105, +139.215, 6.7, MW
1989, 04, 11, +49.457, +159.161, 6.7, mw
1988, 09, 07, +30.311, +137.497, 6.7, mw
1985, 03, 17, 32.682, 71.630, 6.7, mw
1985, 03, 18, +7.759, +123.517, 6.7, mw
1985, 03, 19, 33.147, 71.687, 6.7, mw
1988, 06, 03, 44.859, +167.640, 6.7, mw
2012, 02, 26, +51.801, +95.980, 6.7, MW
2005, 12, 13, 15.321, 178.588, 6.7, MW
1985, 06, 03, 15.300, 173.472, 6.7, mw
1991, 01, 31, +35.989, +70.452, 6.7, mw
2001, 04, 09, 32.754, 73.150, 6.7, MW
1987, 11, 26, 8.256, +124.165, 6.7, mw
1990, 09, 28, 13.609, +167.046, 6.7, mw
1987, 09, 01, 23.048, 66.538, 6.7, mw
2005, 07, 05, +1.811, +97.126, 6.7, MW
1985, 09, 27, 9.809, +159.847, 6.7, mw
2013, 02, 14, +67.517, +142.702, 6.7, MW
1990, 05, 30, +45.847, +26.663, 6.7, mb
2007, 02, 20, 1.029, +127.074, 6.7, Mw
1986, 09, 16, +19.363, +146.314, 6.7, mw
1987, 04, 07, +37.342, +141.687, 6.7, mw
2019, 01, 20, 30.071, 71.420, 6.7, mww
2010, 07, 18, +52.754, 169.774, 6.7, MW
2013, 02, 07, 11.021, +165.708, 6.7, MW
1987, 04, 22, +37.143, +141.442, 6.7, mw
1995, 05, 18, 0.845, 22.013, 6.7, mw
1987, 05, 12, +7.090, +126.710, 6.7, mw
2005, 05, 14, +0.536, +98.424, 6.7, MW
1988, 03, 10, +10.242, 60.538, 6.7, mw
2001, 06, 26, 17.831, 71.630, 6.7, MW
1987, 07, 06, 27.001, 108.320, 6.7, mw
2012, 02, 06, +9.919, +123.217, 6.7, MW
1988, 07, 27, 13.212, +167.023, 6.7, mw
1988, 07, 23, 6.524, +152.787, 6.7, mw
1988, 02, 22, 20.770, 69.765, 6.7, mw
1983, 06, 21, +41.348, +139.103, 6.7, mb
2006, 03, 14, 3.561, +127.309, 6.7, MW
1987, 12, 17, +35.384, +140.347, 6.7, mw
1983, 03, 15, +5.368, +126.523, 6.7, mw
2005, 02, 08, 14.318, +167.260, 6.7, MW
1990, 08, 17, 11.161, +161.967, 6.7, mw
1987, 02, 27, +53.442, 167.288, 6.7, mw
1990, 12, 13, +23.712, +121.618, 6.7, mw
1991, 05, 03, +28.090, +139.674, 6.7, mw
2010, 06, 26, 10.572, +161.487, 6.7, MW
1998, 02, 16, +52.681, 33.662, 6.7, mw
1998, 03, 20, 50.055, +162.950, 6.7, mw
1996, 09, 05, +21.926, +121.513, 6.7, mw
2020, 09, 06, +7.693, 37.217, 6.7, Mww
1992, 09, 26, +1.299, +129.134, 6.7, mw
1998, 06, 29, 8.075, +114.563, 6.7, md
1996, 06, 21, +51.548, +159.080, 6.7, mw
2001, 10, 21, 37.096, +178.978, 6.7, MW
1985, 10, 05, +62.216, 124.265, 6.7, mw
2011, 09, 02, 28.413, 63.136, 6.7, MW
1985, 08, 23, +39.493, +75.267, 6.7, mw
1990, 02, 08, +9.747, +124.703, 6.7, mw
1996, 03, 17, 14.714, +167.310, 6.7, mw
1993, 03, 15, 26.693, 70.914, 6.7, mw
1998, 08, 23, +11.693, 88.045, 6.7, mw
2011, 06, 22, +39.976, +142.462, 6.7, MW
2020, 12, 27, 39.337, 74.988, 6.7, mww
2003, 10, 08, +42.590, +144.547, 6.7, MW
1993, 10, 24, +16.834, 98.731, 6.7, mw
1994, 04, 18, 6.490, +154.922, 6.7, mw
2012, 12, 21, 14.359, +167.278, 6.7, MW
1994, 06, 06, +2.993, 76.029, 6.7, mw
2009, 08, 17, +23.506, +123.592, 6.7, MW
1994, 06, 18, 43.108, +171.615, 6.7, mw
2009, 06, 23, 5.218, +153.708, 6.7, MW
2018, 11, 09, +71.626, 11.250, 6.7, Mww
2004, 10, 08, 10.937, +162.118, 6.7, MW
1991, 08, 08, +1.039, +122.668, 6.7, mw
1995, 04, 17, +45.876, +151.297, 6.7, mw
2007, 06, 13, +13.716, 90.570, 6.7, MW
1995, 08, 14, 4.902, +151.500, 6.7, mw
1992, 01, 20, +27.929, +139.471, 6.7, mw
2005, 01, 01, +5.018, +92.324, 6.7, MW
2006, 06, 17, +13.580, +120.647, 6.7, MS
2018, 03, 06, 6.293, +142.613, 6.7, Mww
2008, 08, 25, +31.061, +83.652, 6.7, MW
1996, 03, 16, +28.969, +138.984, 6.7, mw
2011, 09, 16, +40.296, +142.924, 6.7, MW
2004, 02, 08, 3.700, +135.371, 6.7, MW
2011, 09, 05, +3.025, +97.999, 6.7, MW
2014, 03, 16, 19.905, 70.616, 6.7, MW
1996, 09, 05, 22.175, 113.408, 6.7, mw
2011, 07, 29, 23.728, +179.825, 6.7, MW
2006, 10, 17, 5.904, +151.024, 6.7, MW
2003, 12, 27, 21.622, +169.830, 6.7, MW
2007, 08, 02, +51.362, 179.983, 6.7, MW
2009, 04, 16, 60.288, 27.029, 6.7, MW
2006, 10, 20, 13.497, 76.668, 6.7, MW
2012, 04, 11, +18.204, 102.876, 6.7, MW
2012, 04, 17, 32.637, 71.564, 6.7, MW
2001, 05, 25, +44.213, +148.351, 6.7, MW
2001, 08, 06, 55.497, 123.302, 6.7, MW
2012, 08, 30, +71.446, 11.034, 6.7, MW
1996, 02, 16, +37.330, +142.458, 6.7, mw
2000, 06, 07, 4.615, +101.936, 6.7, Mw
1993, 10, 25, 5.925, +145.985, 6.7, mw
2012, 04, 21, 1.695, +134.322, 6.7, MW
2002, 04, 18, +16.984, 100.935, 6.7, MW
1994, 01, 19, 3.221, +135.996, 6.7, mw
2002, 06, 17, 12.659, +166.423, 6.7, MW
1999, 07, 11, +15.788, 88.319, 6.7, Mw
2012, 04, 28, 18.729, 174.686, 6.7, MW
1994, 04, 21, 5.742, +154.082, 6.7, mw
2013, 10, 01, +53.137, +152.896, 6.7, MW
2014, 11, 16, 37.599, +179.611, 6.7, MW
1997, 04, 22, +11.162, 61.091, 6.7, mw
2020, 01, 24, +38.390, +39.088, 6.7, Mww
2011, 04, 07, +17.265, 94.144, 6.7, MW
2001, 02, 28, 21.992, +170.133, 6.7, MW
